Name,Name2,Team,Season,Minutes,Primary Position,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV,Image key
Maricarmen Reyes,Maricarmen Reyes,Tigres UANL W,2024/2025,224,Contención,0.4,0.4,0.18,0.07,2.81,14,29,3,,0.06,0,0,0,0,0,0,0,0,0,0.4,0.18,2.81,0.22,0,0,0,,1.2,0,0.8,1.6,1.2,1.44,0.8,1.4,15.65,8.02,0,3.21,52.57,5.62,12.44,2.41,3.61,100,3.33,4.77,1.6,100,0,45,2.01,0,11.63,15.71,2.41,2.41,0.4,53.78,6.82,59,1.2,50,0.4,0,0,35.7,72,3.21,15,73,1.2,4.01,25,64,-8,49.05,5.22,0.41,0.49,25.67,92,4.53,8.02,0.4,0.4,0,0,5.22,5.62,0,0,0,,0,29,62,9,30,70,0,20.05,16.5,1.03,122,-3.55,20.57,20.19,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,7,5.09,23,0.08,0.02,0.01,-0.14,,-0.03,
María Acosta,María Acosta,Necaxa W,2024/2025,555,Contención,0,0,0,0.01,0.32,0,0,0,,0,0.16,0.08,0.81,0.16,0.04,0.16,0,0.04,0.65,0.16,0.08,1.14,0.08,0.65,0.16,0.49,25,0.97,0,2.11,1.46,0.81,0.2,2.76,1.18,24.98,13.79,0,4.87,37.48,3.24,10.55,1.14,1.95,54,0.58,0.78,0.49,40,0.97,13,0.16,0,23.52,8.17,3.89,3.73,0.49,40.23,6.33,27,1.14,30,0,0,0,20.44,65,2.11,23,36,3.89,4.7,25,70,6,45.46,1.78,0.1,0.1,18.49,82,3.58,2.43,1.14,0.16,0.97,0,0,0.16,0.16,0,0,0,0,31,62,7,40,53,7,23.42,20.61,0.85,92,-2.8,19.99,18.97,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,12,2.82,50,0.05,0.04,0.01,-0.02,,0.09,
María Natalia Mauleon Piñón,María Natalia Mauleon Piñón,América W,2024/2025,149,Contención,0.6,0.6,0.55,0.18,3.02,20,20,3,,0.5,0,0.04,0.6,0,0.04,0.6,0,0,0,0.6,0.58,3.62,0.02,1.81,0.6,1.21,33,1.21,0,3.02,4.83,0,0,0.6,1,18.7,9.05,0,4.22,68.82,4.83,6.64,1.21,1.21,100,2.13,2.13,0.6,100,0,29,1.21,0,16.89,28.51,4.22,4.83,0,68.94,12.67,75,3.62,75,0,0,0,35.59,84,1.21,18,100,0.6,1.21,34,76,-7,58.74,1.81,1.23,1.75,39.21,82,3.8,13.88,1.21,1.21,0,0,6.64,7.84,0,0,0,,0.6,8,69,23,13,70,17,14.81,12.3,1.04,107,-2.52,15.48,13.14,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,13,6.94,26,0.09,0.04,0.02,0.05,,0.19,
Melissa Herrera,Melissa Herrera,Tijuana W,2024/2025,446,Contención,0.2,0.2,0.11,0.11,1.01,20,40,1,,0.25,0.2,0.25,2.22,0.2,0.24,2.02,0,0.01,0.2,0.4,0.36,3.23,0.04,1.01,0.4,0.61,40,0.2,0,1.82,2.02,1.21,1.16,0.61,0.41,27.07,13.13,0.01,7.47,49.05,5.05,11.31,2.22,3.43,50,2.02,3.17,1.41,17,2.22,100,0.4,0,23.43,18.73,5.05,3.84,0.2,51.11,12.73,54,2.83,74,0.2,0,0,39.79,60,2.83,12,52,1.82,4.24,23,60,-1,55.83,4.65,0.36,0.6,34.34,89,5.62,10.71,2.83,2.63,0.2,0,2.63,5.25,0.61,29,1.01,38,0.61,26,63,10,19,74,8,19.78,16.79,0.94,90,-2.99,18.59,15.06,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,9,5.35,41,0.11,0.04,0.04,0.09,,0.28,
Miah Zuazua,Miah Zuazua,América W,2024/2025,203,Contención,0,0,0.07,0.03,2.22,0,40,1,,0.05,0,0.26,2.22,0,0.21,1.78,0,0.05,0.44,0,0.32,4.44,-0.32,4.44,1.78,2.67,40,0.89,0,1.78,4.44,0,0,0.89,1.35,19.1,7.11,0,4.44,54.22,3.55,7.11,0.44,0.44,25,0.66,0.66,1.33,33,1.33,40,0.89,0,17.33,26.68,3.55,5.78,0,58,11.11,64,4.44,77,0.44,0,0,29.32,72,1.33,86,30,0.89,4.44,16,67,-6,55.32,4,0.2,0.56,35.1,84,6.14,9.77,2.67,1.78,0.89,0,2.22,4,0,50,1.33,75,0.44,16,70,14,18,73,9,18.35,11.61,0.92,111,-6.74,16.82,12.83,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,13,6.18,41,0.23,-0.03,-0.02,-0.11,,0.08,
Michelle González,Michelle González,Pumas UNAM W,2024/2025,121,Contención,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0.75,2.98,1.49,1.18,1.49,1.18,14.16,7.45,0,5.22,42.08,1.49,6.71,0,1.49,,0,1.18,1.49,,0,,0,0,12.67,11.25,3.73,2.24,0,44.94,5.22,41,1.49,67,0,0,0,24.6,85,3.73,22,56,2.24,5.96,12,75,-10,43.9,3.73,0.33,0.33,20.87,86,3.71,4.47,0,0,0,0,0,0,0,,0,0,0,24,73,3,33,67,0,21.79,23.41,0.91,68,1.62,19.8,15.98,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,15,1.57,13,0.04,-0.02,-0.01,,,0.01,
Miriam Castillo,Miriam Castillo,Juárez W,2024/2025,399,Contención,0,0,0.05,0.06,0.9,0,25,1,,0.02,0,0,0,0,0,0,0,0,0,0,0.05,0.9,-0.05,0.68,0.45,0.23,67,1.58,0,0.9,0.9,1.35,1.63,2.48,3.32,23.46,11.73,0.06,6.77,42.58,4.51,10.38,2.48,3.83,61,3,4.62,2.48,50,1.58,69,2.03,0,18.5,23.49,4.06,4.74,0.68,46.81,9.02,49,2.48,52,0.23,0,0,36.54,83,2.48,13,69,3.38,2.71,25,74,-9,44.46,2.93,0.57,0.58,29.55,95,3.35,4.96,0,0,0,0.23,0.9,0.9,0,,0,0,0.23,20,70,10,32,68,0,19.03,18.23,0.96,94,-0.8,18.26,17.15,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,11,3.23,30,-0.02,0.06,0.06,-0.01,,0.09,
Nancy Antonio,Nancy Antonio,América W,2024/2025,372,Contención,0,0,0.02,0.04,0.48,0,50,0,,0.04,0,0.09,0.97,0,0.01,0.48,0,0.08,0.48,0,0.11,1.45,-0.11,0.97,0.73,0.24,75,0.24,0,0.97,1.69,3.15,5.18,1.21,1.94,19.12,8.71,0.03,7.02,45.81,8.23,14.04,2.42,5.57,77,4.06,9.25,0.73,60,0.73,63,2.9,0,15.97,26,4.6,3.39,0.97,48.76,8.47,53,3.15,93,0,0,0,51.79,85,5.57,19,64,1.94,7.99,19,83,-2,49.02,6.05,0.91,0.91,38.24,94,4.82,10.65,1.21,0.48,0.73,0,0.97,1.45,0.24,0,0.24,100,0,18,74,8,30,66,5,22.4,16.82,0.94,98,-5.58,21.11,16.5,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,10,8.42,33,0.14,0.03,0.03,0,,0.2,
Natividad Martinez,Natividad Martinez,Tijuana W,2024/2025,50,Contención,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1.78,0.7,26.76,16.06,0.05,7.14,35.24,1.78,3.57,1.78,1.78,33,0.7,0.7,1.78,0,3.57,0,0,0,23.19,9.07,5.35,1.78,0,37.56,5.35,23,0,0,0,0,0,5.35,33,1.78,0,100,3.57,0,100,33,0,46.82,0,0,0,5.35,100,4.56,0,0,0,0,0,0,0,0,,0,,0,33,67,0,,,,28.52,28.52,1.42,142,0,40.54,40.54,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,,-0.03,0.01,0.02,,,-0.01,
Olga Trasviña,Olga Trasviña,Atlético San Luis W,2024/2025,300,Contención,0,0,0.03,0.03,1.2,0,0,2,,0,0,0.04,0.6,0,0.04,0.6,0,0,0,0,0.07,1.8,-0.07,0.6,0.6,0,100,0.6,0,0.3,1.2,3,2.69,0.9,0.64,24.03,13.82,0,5.71,43.53,4.2,11.11,1.5,4.51,63,1.25,3.93,2.1,50,0.9,0,0,0,20.42,15.47,5.11,3.6,1.5,45.35,8.41,41,1.5,42,0,0,0,23.13,65,0.6,29,50,0.9,1.2,15,50,-15,42.4,0.6,0.05,0.09,16.82,95,4.12,2.7,0.3,0.3,0,0,0.3,0.6,0,100,0.3,50,0,28,60,12,22,56,22,17.01,14.66,0.98,128,-2.35,16.65,18.83,0,0,0,0,0,,0,0,,0,0,0,0,0,0,31,12,3.66,28,0.01,0.04,0.08,-0.05,,0.09,
Rubí Villegas Aguilar,Rubí Villegas Aguilar,Puebla W,2024/2025,593,Contención,0,0,0.01,0.02,0.61,0,0,1,,0,0,0.03,0.61,0,0.01,0.3,0,0.02,0.3,0,0.05,1.21,-0.05,2.28,1.52,0.76,67,0.76,0,1.06,2.43,0.91,0.76,1.82,1.14,21.24,12.9,0.01,5.16,41.63,4.55,13.96,2.28,3.19,58,1.6,2.37,1.06,35,1.67,43,0.46,0,18.06,12.66,3.64,3.79,0.61,44.36,7.44,41,1.82,48,0.3,0,0,34.14,72,2.58,11,45,2.43,5.16,28,80,8,40.06,2.28,0.09,0.11,31.41,91,5.36,2.58,0.76,0.3,0.46,0,0,0.3,0,40,0.3,67,0,21,70,9,35,65,0,20.68,15.56,0.94,103,-5.12,19.46,16.01,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,12,2.4,33,0.06,0.09,0.05,-0.02,,0.17,
Samantha Lopez Archila,Samantha Lopez Archila,Mazatlán W,2024/2025,319,Contención,0,0,0.03,0.04,0.85,0,0,1,,0,0,0.02,0.28,0,0.02,0.28,0,0,0,0,0.05,1.13,-0.05,1.97,1.69,0.28,86,2.82,0,2.54,2.82,1.97,1.78,2.25,1.87,23.95,11.55,0.02,8.73,37.38,6.76,16.91,3.66,5.64,93,2.86,4.64,0.85,80,0.28,67,3.38,0,19.44,13.15,4.79,5.35,1.69,40.97,6.2,32,3.1,58,0.28,0,0,25.64,61,2.54,88,64,3.1,3.1,20,50,-11,40.87,3.38,0.15,0.15,27.05,81,5.48,1.97,0,0,0,0.28,0.56,0.56,0.28,,0,0,0.28,45,52,3,43,57,0,20.59,18.06,0.97,126,-2.53,20.03,22.84,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,17,1.8,17,0.04,0.12,-0.17,-0.04,,-0.05,
Sanjuana Muñoz,Sanjuana Muñoz,León W,2024/2025,260,Contención,0.35,0.35,0.07,0.04,1.73,20,40,2,,0.01,0,0.1,1.38,0,0.05,0.69,0,0.06,0.69,0.35,0.17,3.11,0.18,1.38,1.38,0,100,0.35,0,1.04,4.15,0.35,0.38,0.35,0.43,26.3,11.07,0,5.88,51.95,5.88,9.69,1.73,2.08,63,1.96,2.33,1.73,25,1.04,50,0.69,0,22.84,25.91,4.84,5.19,0,53.77,13.5,59,3.81,73,0,0,0,40.83,73,2.77,84,40,0.69,6.57,19,88,15,56.26,6.57,0.33,0.38,35.64,94,4.73,12.46,1.73,1.04,0.69,0,1.38,2.42,0,40,0.69,25,0.35,20,72,9,22,75,3,19.63,14.15,0.93,92,-5.48,18.19,13.08,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,11,6.3,43,0.2,0.12,0.03,-0.08,,0.27,
Sarah Huchet,Sarah Huchet,Cruz Azul W,2024/2025,578,Contención,0.31,0.31,0.11,0.07,1.56,20,60,1,,0.31,0.31,0.08,0.78,0.31,0.07,0.62,0,0.01,0.16,0.62,0.19,2.34,0.43,0.16,0,0.16,0,0.62,0,0.31,1.4,1.09,1.03,1.09,0.99,19,10.59,0.03,4.67,45.11,6.23,11.84,1.87,2.96,63,1.68,2.71,2.96,50,1.09,56,0.78,0,14.17,13.69,3.11,2.18,0.31,47.18,5.92,42,1.09,50,0,0,0,32.55,66,3.43,4,47,1.4,7.01,14,64,-2,52.64,3.43,0.4,0.49,24.14,94,2.77,6.7,2.65,0.78,1.87,0,0.78,1.56,0.31,18,0.47,30,0,28,64,8,37,51,12,20.89,14.5,0.91,99,-6.4,19,14.32,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,6,6.54,46,0.14,0.05,-0.04,0.14,,0.29,
Silvana González,Silvana González,Atlético San Luis W,2024/2025,265,Contención,0,0,0.02,0.02,1.02,0,33,1,,0.01,0,0.03,1.02,0,0.03,1.02,0,0,0,0,0.04,2.04,-0.04,1.7,1.7,0,100,1.7,0,1.02,1.36,1.7,1.36,0.34,0.36,22.08,8.83,0,4.08,48.62,6.45,12.23,3.06,4.76,82,2.84,4.2,1.36,67,0.68,,0,0,17.66,15.34,3.06,4.42,0.68,51.5,9.17,52,2.38,54,0,0,0,27.51,65,1.02,77,18,0.68,5.43,18,76,12,49.87,4.08,0.11,0.13,28.19,93,5.55,5.77,0,0,0,0,0.68,0.68,0,,0,0,0,35,57,8,47,41,12,20.87,14.51,0.8,88,-6.36,16.71,12.72,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,12,5.71,35,-0.01,0.1,0.12,-0.02,,0.19,
Solange Lemos,Solange Lemos,Querétaro W,2024/2025,602,Contención,0.15,0.15,0.08,0.07,1.2,13,38,2,,0.06,0,0.14,1.05,0,0.13,0.9,0,0.01,0.15,0.15,0.22,2.24,-0.07,2.09,1.49,0.6,71,4.48,0,1.94,2.39,0.3,0.25,1.2,1.17,24.35,11.21,0,6.72,45.55,5.23,10.46,2.99,3.29,69,1.81,2.06,1.34,44,1.34,33,0.45,0,20.02,13,4.93,4.93,0.75,47.41,8.52,43,2.99,61,0.15,0,0,21.22,56,1.05,86,41,2.24,1.49,31,49,-7,54.07,2.54,0.15,0.3,27.04,87,5.92,4.03,0.6,0.3,0.3,0.15,2.54,2.84,0.3,25,0.15,14,0.15,24,62,14,30,56,15,18.44,18.68,0.99,102,0.24,18.26,19.09,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,12,2.66,25,-0.02,0.15,0.05,-0.01,,0.17,
Sonia Vázquez Montiel,Sonia Vázquez Montiel,Toluca W,2024/2025,139,Contención,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,2.59,0.65,80,0,0,2.59,1.3,1.95,3.49,1.95,3.08,17.52,5.19,0,2.59,45.25,3.89,14.27,1.3,3.24,100,1.99,5.47,0.65,100,0,75,1.95,0,15.57,26.58,2.59,5.84,1.3,46.87,5.19,33,1.95,33,0,0,0,65.52,88,3.89,17,75,3.24,3.89,16,88,0,43.35,2.59,0.4,0.4,51.9,94,3.61,7.14,0,0,0,0,1.3,1.3,0,,0,0,0,24,69,8,27,64,9,17.7,17.57,1.02,106,-0.13,18.08,18.64,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,14,3.44,30,0.15,0.03,0.02,,,0.2,
Valeria Razo Correa,Valeria Razo Correa,Atlas W,2024/2025,60,Contención,0,0,0.19,0.06,2.99,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0.19,2.99,-0.19,0,0,0,,0,0,0,0,4.49,4.41,4.49,3.21,17.95,5.98,0,0,45.43,10.47,14.96,0,4.49,,0,4.41,4.49,,0,0,0,0,13.46,13.5,0,5.98,0,50.82,7.48,56,2.99,50,0,0,0,25.43,59,0,11,0,4.49,1.5,29,60,1,54.18,4.49,0.29,0.45,17.95,100,4.6,5.98,0,0,0,0,4.49,4.49,0,,0,,0,53,35,12,50,25,25,16.47,19.24,1.04,123,2.77,17.07,23.65,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,6,2.84,16,-0.01,0.05,0.21,-0.36,,-0.12,
Valeria Valdez,Valeria Valdez,Cruz Azul W,2024/2025,601,Contención,0,0,0.03,0.03,0.75,0,0,1,,0,0.3,0.07,1.35,0.3,0.07,1.35,0,0,0,0.3,0.1,2.1,0.2,0.45,0.45,0,100,0.75,0,0.15,0.15,1.5,1.46,1.5,2.04,17.21,10.48,0.04,2.84,42.45,4.94,10.63,1.5,2.99,67,1.76,3.23,0.45,44,0.75,60,1.35,0,15.42,15.32,2.4,2.69,0.3,44.93,6.44,42,1.35,50,0,0,0,34.28,69,2.25,19,45,2.1,4.34,13,77,9,45.8,3.74,0.27,0.33,24.4,99,3.8,5.39,0.75,0.75,0,0.15,0.9,1.65,0.15,40,0.3,67,0.15,27,59,14,17,72,11,20.93,17.51,0.93,114,-3.42,19.46,19.92,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,9,3.38,24,0,0.07,0.04,-0.02,,0.08,
Victoria Lizbeth Acevedo Ponce,Victoria Lizbeth Acevedo Ponce,Guadalajara W,2024/2025,86,Contención,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.04,0,2.08,0,1.04,1.08,1.04,0.94,19.8,5.21,0,4.17,38.85,3.13,12.5,0,1.04,,0,1.08,3.13,,0,,0,0,16.67,17.05,4.17,2.08,1.04,38.71,3.13,19,1.04,50,0,0,0,18.76,56,0,11,0,1.04,2.08,28,80,24,41.84,0,0.01,0.01,14.59,86,4.45,0,0,0,0,0,0,0,0,,0,,0,39,44,17,,,,21.98,18.64,0.69,107,-3.34,15.08,20.01,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,0,1.04,15,0.01,0,-0.08,,,-0.07,
Viridiana Mata,Viridiana Mata,Atlético San Luis W,2024/2025,430,Contención,0,0,0.01,0.06,0.21,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0.01,0.21,-0.01,0,0,0,,1.05,0,0.63,0.84,0.84,0.85,2.09,1.2,20.51,11.3,0.03,2.72,38.86,3.56,9,1.46,2.3,58,0.97,1.81,1.67,44,1.05,17,0.21,0,17.37,10.47,1.67,3.14,0.21,40.89,6.7,39,1.88,60,0.63,0,0,21.76,63,1.05,31,36,2.51,2.51,19,60,-3,42.21,1.46,0.15,0.15,17.37,92,5.32,2.09,0,0,0,0,0.21,0.21,0,,0,0,0,36,58,7,20,80,0,19.06,14.26,0.96,106,-4.8,18.27,15.17,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,10,1.55,14,-0.04,0.11,-0.06,-0.02,,-0.01,
Ximena Peña,Ximena Peña,Cruz Azul W,2024/2025,41,Contención,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.18,0,0,0,0,0,0,0,37.03,17.43,0,8.71,48.81,4.36,6.53,2.18,2.18,50,1.68,1.68,2.18,0,2.18,0,0,0,32.67,25.13,4.36,0,0,49.27,13.07,40,0,,0,0,0,15.25,86,0,33,,0,0,29,50,-36,52.21,0,0.64,0.64,13.07,100,3.2,0,0,0,0,0,0,0,0,,0,,0,0,100,0,,,,11.35,9.41,1.11,160,-1.93,12.62,15.08,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,29,,,-0.05,0.06,0.04,,,0.05,
Yamile Franco,Yamile Franco,Guadalajara W,2024/2025,212,Contención,0,0,0.01,0.01,0.85,0,0,1,,0,0,0.02,0.42,0,0.02,0.42,0,0,0,0,0.03,1.27,-0.03,1.27,0.42,0.85,33,0,0,0.85,1.7,0,0,2.54,2.58,20.35,9.75,0,5.51,47.05,6.36,13.15,3.82,3.82,75,3.51,3.51,1.7,50,1.27,25,0.42,0,14.84,16.35,3.82,3.82,0.85,50.89,7.63,51,2.12,56,0.42,0,0,42.41,71,2.12,18,31,2.97,6.36,11,83,13,45.76,3.82,0.19,0.19,31.38,93,5.18,6.36,0.42,0.42,0,0,1.27,1.7,0,100,0.85,67,0,28,67,6,67,33,0,20.5,15.37,0.88,98,-5.12,17.95,15.06,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,9,5.05,35,0.03,0.03,0.04,-0.05,,0.05,
Yessenia Novella,Yessenia Novella,Santos Laguna W,2024/2025,264,Contención,0,0,0.08,0.03,2.38,0,14,3,,0,0,0.02,0.34,0,0,0,0,0.02,0.34,0,0.1,2.72,-0.1,5.45,2.72,2.72,50,0.68,0,1.36,5.79,3.07,2.22,1.36,0.98,35.76,19.41,0,7.83,48.82,6.47,12.26,2.38,5.45,64,2.34,4.56,2.38,20,1.36,50,1.02,0,31,18.59,5.45,6.47,0.34,50.12,16.69,54,4.43,68,0,0,0,29.29,70,1.7,14,42,2.04,3.41,24,73,3,54.34,5.45,0.19,0.23,31.68,81,7.74,8.17,2.38,1.36,1.02,0,1.36,2.72,0,29,0.68,67,0,30,64,6,38,58,4,21.32,17.35,0.93,105,-3.97,19.72,18.19,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,12,3.71,34,0.19,0.08,0.04,-0.08,,0.23,
Zellyka Guadalupe Arce Balleza,Zellyka Guadalupe Arce Balleza,Monterrey W,2024/2025,120,Contención,0,0,0.77,0.51,1.5,0,50,2,,0.7,0,0,0,0,0,0,0,0,0,0,0.77,1.5,-0.77,0.75,0,0.75,0,2.25,0,3,2.25,0,0,0.75,1.24,18.78,7.51,0,3.76,52.37,3,6.76,0.75,0.75,50,1.06,1.06,2.25,0,0.75,33,0.75,0,15.77,25.19,3,6.01,1.5,54.37,9.76,62,4.51,75,0,0,0,36.06,78,3,16,67,1.5,3.76,27,77,-1,48.24,2.25,1.03,1.73,36.81,88,3.24,6.76,0,0,0,0,3,3,0,,0,,0,12,71,16,0,78,22,19.06,13.19,1.05,116,-5.87,19.91,15.33,0,0,0,0,0,,0,0,,0,0,0,0,0,0,10,6,4.81,16,-0.03,0.03,-0.02,0.19,,0.17,
Zulma Hernández,Zulma Hernández,Mazatlán W,2024/2025,243,Contención,0,0,0.01,0.01,0.74,0,0,2,,0,0,0,0.74,0,0,0.74,0,0,0,0,0.02,1.48,-0.02,0.37,0.37,0,100,0.37,0,0.37,1.85,1.48,0.89,1.48,1.11,22.99,11.49,0,3.34,43.33,5.19,10.38,1.48,2.97,50,1.02,1.91,1.11,33,1.48,75,1.11,0,20.39,12.77,2.6,6.67,0.37,43.08,7.04,35,2.22,33,0,0,0,24.47,77,1.11,14,38,1.48,2.97,25,71,-6,40.1,1.11,0.05,0.05,17.42,89,3.4,1.85,0,0,0,0,0.37,0.37,0,,0,,0,25,65,10,20,80,0,19.36,14.98,0.9,112,-4.38,17.44,16.75,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,13,1.3,12,0,0.04,0.01,-0.02,,0.02,
Abril Aguirre Guillemín,Abril Aguirre Guillemín,Pumas UNAM W,2024/2025,71,Extremo,0,0,0.06,0.05,1.27,0,0,4,,0,1.27,1.13,1.27,1.27,1.13,1.27,0,0,0,1.27,1.19,2.54,0.09,2.54,0,2.54,0,0,0,0,2.54,0,0,1.27,0.31,21.62,6.36,0,2.54,51.49,5.09,10.17,2.54,2.54,100,0.99,0.99,0,100,0,,0,0,19.08,6.52,2.54,0,0,55.78,12.72,67,0,,0,0,0,21.62,47,1.27,38,100,1.27,1.27,41,57,10,51.06,2.54,0.33,1.46,19.08,87,5.64,3.82,1.27,1.27,0,0,2.54,3.82,1.27,0,0,,0,24,76,0,0,100,0,16.11,10.95,0.94,100,-5.16,15.08,10.93,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,0,7.63,39,0.1,0.08,0.05,-0.08,,0.15,
Abril Fragoso,Abril Fragoso,Pachuca W,2024/2025,8,Mediapunta,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22.36,0,0,11.18,33.15,0,11.18,0,0,,0,0,0,,0,,0,0,22.36,32.79,11.18,0,0,33.15,0,0,0,,0,0,0,67.08,100,11.18,0,100,0,11.18,33,100,0,56.21,0,0,0,67.08,100,3.34,33.54,0,0,0,0,0,0,11.18,,0,,0,0,83,17,0,67,33,10.38,9.65,1,100,-0.73,10.38,9.65,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,,-0.06,0.16,,,,0.1,
Ahtziri Mendez Munguia,Ahtziri Mendez Munguia,Puebla W,2024/2025,249,Extremo,0,0,0.04,0.04,1.08,0,33,2,,0.17,0,0.02,0.36,0,0.02,0.36,0,0,0,0,0.06,1.45,-0.06,1.45,0.72,0.72,50,1.81,0,2.53,3.62,2.17,1.02,0.36,0.21,18.8,10.85,0,4.34,43.59,5.06,9.76,2.53,4.7,64,1.83,2.85,1.08,50,1.45,0,0,0,15.19,9.75,3.25,1.81,0,44.66,5.42,36,1.08,60,0.36,0,0,22.78,63,0.36,14,25,0.72,1.08,30,79,15,55.84,2.53,0.07,0.16,24.95,78,7.25,5.42,0.36,0.36,0,0.36,2.89,3.25,0.36,100,0.72,67,1.08,19,67,14,27,60,13,17.77,16.3,0.88,98,-1.47,15.55,16.05,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,16,1.77,26,-0.03,0.12,0.03,-0.02,,0.11,
Alejandra Guerrero,Alejandra Guerrero,Pumas UNAM W,2024/2025,438,Extremo,0.21,0.21,0.27,0.32,0.82,25,50,1,,0.21,0,0.02,0.62,0,0.02,0.62,0,0,0,0.21,0.29,1.44,-0.09,1.03,0.41,0.62,40,1.03,0,0.82,2.26,1.44,0.82,1.85,0.86,17.89,9.67,0.03,3.7,39.49,3.29,5.96,1.65,3.09,62,0.93,1.75,0.82,17,1.03,25,0.21,0,15.43,8.57,2.67,3.5,0.21,43.71,5.35,35,2.26,65,0.21,0,0,20.36,78,0.62,7,33,1.85,1.85,14,79,1,50.47,2.88,0.57,0.83,20.57,88,4.59,4.52,0.41,0.41,0,0,1.44,1.85,0.41,0,0,0,0,17,72,11,5,91,5,17.97,14.42,0.93,102,-3.55,16.75,14.7,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,12,4.05,30,0.02,0.05,0.04,0.04,,0.15,
